station_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
RIONERO ATELLA RIPACANDITA,0.4593602,-0.3142257,-0.5319821,-0.09769897,0.6604308,0.10169822,0.25845462,0.11724392,-1.2778349,0.50133324,0.036709316,0.29608244,-0.5781024,0.3388751,0.4539298,-0.1877948,-0.21564983,0.1885246,-0.378859,0.22264595,-0.34877938,0.48785713,0.0073250276,-0.46778262,-1.188622,0.18569884,0.40459093,-0.32470855,0.046073217,-0.1615026,-0.4197648,-0.1508889,-0.4896925,-0.54117364,0.2696843,0.20455006,-0.3601947,0.39083,-0.05068527,0.001675074,-0.4275413,0.5806957,0.07600616,0.26716584,0.0835147,-0.4756955,0.41272184,-0.15829423,-0.321898,-0.39782128,1.0745012,-0.5112763,-0.4488379,-0.6443701,0.4372525,0.27704445,-0.26899484,-0.81946415,-0.52052504,0.4320979,-0.92110723,-0.08275262,-0.80741763,0.48574835
RUSSI,0.5012346,-0.22013184,-0.3256178,0.01549481,-0.08942537,0.34257424,0.05768409,-0.34135622,-0.4080032,-0.056860387,0.3515518,0.6649513,-0.12778491,-0.6133328,-0.296048,0.54614824,-0.26036423,0.8523226,0.49012485,0.5396282,-0.07741493,0.2479285,0.47721937,-0.10102898,-0.6173695,0.07547145,0.28125253,0.087199174,0.33797097,-0.20953783,0.121594936,-0.4855112,-0.43027657,0.6260159,-0.07578537,-0.25520965,0.054936443,0.27911738,0.5103688,0.12827148,-0.19851364,0.64891595,0.3610368,0.09020001,0.45267224,0.052044768,0.43181854,-0.31041023,0.15192021,-0.16274716,-0.3530003,0.040780395,-0.17593226,0.21960182,0.54565805,-0.059266534,0.14664002,0.045643553,-0.3315679,0.044271685,-0.20585936,-0.2547125,0.24494368,0.3658996
BRANDIZZO,0.21601036,0.15158956,-0.045226008,-0.1521062,0.6077458,-0.1553921,-0.29057726,0.24653131,0.11016042,-0.13410763,-0.85837865,0.38909605,-0.13911003,-0.26944214,-0.05418235,-0.032055307,0.5405163,-0.30688572,0.10227027,0.8379698,-0.38989672,0.21995294,0.14718728,-0.65273744,-0.9129567,0.13133614,0.3041359,0.08020824,0.15046279,-0.117592186,-0.15373634,0.18242076,-0.06243142,0.05521692,0.27409562,0.25664634,-0.72558856,-0.07062833,0.19650352,0.29435658,-0.80895203,0.25696298,0.5735382,-0.39864385,-0.47995043,-0.22141925,-0.031073565,-0.42025065,-0.30848542,-0.31937662,0.19191419,-0.49569732,0.062613666,0.59002846,0.25078788,0.18524796,-0.08525522,-0.3531678,-0.25537282,-0.490055,0.2877017,-0.030642973,0.28110614,-0.08285697
CASTRONNO,0.037395578,0.24424711,-0.6308563,0.098874636,0.028280688,-0.58769053,-0.25787815,0.074882224,-0.39842573,-0.17172797,0.1250232,-0.27711383,0.3241025,0.10578342,-0.3154663,0.61716,0.07580253,-0.44090128,-0.18281619,0.9824168,-0.097125985,0.08646674,1.1725582,-0.03888327,-0.4517056,-0.09363818,-0.39696807,-0.37950122,0.24275786,-0.051594052,0.082722455,-0.007502639,-0.3315692,-0.12595285,0.40545496,-0.020313866,-0.6087626,0.18784228,-0.019074969,0.5996529,-0.13503726,0.5449632,-0.094433665,-0.26461488,-0.24150859,0.37779966,0.59751725,0.2496037,-0.2915667,-0.32798183,0.021665193,-0.101475455,0.11756693,0.57409,0.6718557,-0.12544638,-0.8498659,0.067492895,-0.35394374,-0.78511804,-0.47542205,-0.46193805,-0.46354076,0.166394
ANZIO COLONIA,0.7620663,-0.02582622,-0.2930333,-0.09511452,0.36681402,-0.05634889,0.39626905,0.22083673,-0.63434255,0.28698248,-0.28371358,-0.2201173,-0.31551692,0.109018356,0.81573653,0.20390116,-0.060524367,0.242204,0.6951961,0.46064538,-0.06830743,0.632129,-0.3740059,-0.23254567,-0.41463396,-0.20981935,-0.11569713,-0.2080627,0.70665103,-0.2738061,-0.28586784,-0.27757186,-0.15833086,-0.59254694,-0.54662275,-0.18600689,0.15241186,-0.014248098,0.26517564,-0.16575105,0.12131249,-0.19568464,0.49281463,-0.22456343,-0.029563012,0.6330432,-0.22206594,0.4142572,-0.16291198,0.0058503556,0.08014316,0.051853888,-0.09169127,0.62881356,0.6397108,0.36005494,-0.064350374,-0.9102544,0.32328093,0.29641977,0.11174643,0.72550225,-0.15301514,0.35238293
FORENZA,0.5466909,-0.39623445,-0.5351613,-0.30717063,0.54628915,-0.072499834,0.2139017,0.122101195,-1.3412014,0.4113057,0.021296116,0.37926233,-0.6673658,0.31125796,0.5321742,-0.20203051,-0.20296967,0.1823174,-0.18483002,0.12871426,-0.49247947,0.46150514,-0.038985305,-0.41994825,-1.20536,0.29956925,0.57468116,-0.33548006,0.027894683,-0.12441988,-0.42691457,-0.047274996,-0.44544458,-0.45390737,0.14642212,0.078980766,-0.4692899,0.36042404,-0.010518706,0.012782658,-0.32618424,0.51088667,0.021271026,0.3897594,0.15994023,-0.34637308,0.24869496,-0.20876202,-0.30232018,-0.33273256,1.0091189,-0.48414814,-0.6778894,-0.6830435,0.35067156,0.11244477,-0.17764969,-0.90475905,-0.4799927,0.41450262,-0.89224166,0.004357525,-0.923783,0.53836983
S.VITO LANCIANO,0.2585941,0.77294695,-0.1016349,-0.6254607,0.36383507,0.05967553,0.5390806,0.07939585,-0.7909145,0.19697146,-0.16156904,0.21585292,-0.29919007,0.11125136,-0.13454469,0.197739,-0.13417266,0.68249613,-0.2150768,0.6949152,-0.02260151,-0.19831261,0.7093949,-0.64395285,-1.1932998,0.37511376,0.14651825,-0.0024770175,0.5178847,0.19548576,-0.12559316,0.14565477,0.015103015,-0.12973689,0.16726609,-0.31081164,0.3155554,0.23581469,0.29447007,0.31298974,-0.17781429,-0.13211988,-0.07958832,-0.36093178,-0.28296244,-0.42514005,0.13400802,-0.2108948,0.91226816,-0.035028685,0.27818877,-0.029398214,0.027919937,-0.47470206,0.7799008,0.59103435,-0.10627318,0.46479937,-0.2034133,0.044393748,-0.023125323,0.06525766,-0.36571503,0.39256957
PIEDIMULERA,-0.17927018,-0.052308027,-1.1919042,-0.41892663,0.51168334,-0.21733387,0.08572511,-0.012242666,-0.31371185,-0.4704788,-0.1289945,-0.63856214,0.09537035,-0.043682933,-0.1964402,0.06455659,0.061030574,-0.13613504,0.4294774,0.2591056,-0.5506247,0.41822842,0.57349294,0.52230275,-0.8227086,0.43852085,0.45862842,-0.22941785,0.21033424,0.6025874,0.8671852,0.08805011,-0.33287323,-0.5760516,-0.28491405,-0.50139165,-0.80534506,0.6347991,0.17565088,0.88335365,0.19622983,0.68799424,0.91125786,-0.3910516,-0.22499448,0.41004565,0.19658622,-0.021646788,-0.38191563,0.33795673,-0.365254,-0.49227762,0.1799626,0.20060918,1.2141594,0.07659132,0.113605656,-0.34260318,-0.5946708,-0.3595888,-0.0402927,-0.099772386,-0.72814184,-0.18722674
SAGRADO,-0.09978165,-0.21021025,-0.58856964,0.55822814,0.9521436,-0.17157495,-0.75514466,-0.064175546,-0.5861143,-0.19075389,-0.04375835,0.0064913747,0.033729296,-0.47318873,-0.15062654,-0.092006594,-0.4646637,0.04459647,0.4645792,0.5663164,-0.4540377,0.26120412,-0.20158602,0.03743142,-0.37682766,-0.38374174,-0.36617038,-0.40178564,0.067488216,-0.19322707,0.105282955,0.2620693,0.2557482,-0.07491228,0.28225216,-0.32193673,-0.12945803,0.17968467,0.8200909,-0.42033815,0.025155207,-0.43230173,0.589535,-0.5144318,-0.1729302,0.112527415,0.63718915,0.1830909,0.34786427,0.12455546,0.10132206,-0.08202502,0.2977363,0.030729987,0.6381264,0.836861,-0.116588764,-0.3211443,-0.16208464,0.42629045,-0.5686223,0.10991611,0.31879,0.14463294
CAMPOFELICE,0.6736185,0.107107826,-0.29949784,-0.38093928,-0.1352883,0.23041973,-0.62623775,0.022784859,-0.19944143,0.535684,-0.32602918,0.8468999,-0.76971215,-0.019915717,0.66903925,-0.70051587,0.029789811,0.17344865,0.9328282,0.22382914,-0.29007548,0.3608009,0.7416533,-0.18997839,-0.2840515,-0.67008185,0.6472847,-0.67904437,1.1941105,0.369967,0.35745165,0.6238276,0.2731873,-0.66728455,0.24528559,-0.16835745,0.08311715,0.06216301,0.16152462,0.44267154,0.072989225,0.10517501,-0.12746572,-0.5160988,-0.6738613,0.22656757,0.45810136,0.726461,-0.56168985,0.34345928,-0.2337163,-0.48876452,-0.09804429,-0.14176123,0.14287935,0.38920254,-0.066629015,-0.06320192,-0.41694725,0.37182534,-0.6152352,0.2626687,-0.43315962,0.62191457
CAVARIA OGGIONA JERAGO,0.061536733,0.24245226,-0.46040535,0.13049348,0.17540163,-0.5386593,-0.3384562,-0.06665857,-0.31839836,-0.19312234,-0.019107265,-0.21080478,0.3049484,0.13584942,-0.20104045,0.59684855,-0.09404029,-0.46798673,-0.20836967,0.97061217,-0.028609388,-0.0064868703,1.0992819,0.051541556,-0.4495788,-0.10832377,-0.48482424,-0.35554972,0.19261834,0.03206023,0.20861425,-0.07765617,-0.42454585,-0.15392935,0.26604146,-0.03838867,-0.60164416,0.19699976,0.039134268,0.6700681,-0.17065562,0.56014264,-0.10285336,-0.15900084,-0.16668077,0.37400687,0.6155874,0.20242077,-0.22724317,-0.20157866,0.104793735,-0.0595108,0.28164604,0.46197227,0.68751454,-0.101420075,-0.6914737,-0.05648597,-0.36255127,-0.7975061,-0.5674041,-0.4331118,-0.4202727,-0.0071160635
ALTOPASCIO,-0.052649252,-0.10002425,-0.22281821,-0.68855083,-0.25421774,-0.55874825,0.16519412,-0.10776511,-0.73572004,-0.07425859,0.10676189,0.11663328,-0.7168032,0.18862188,0.25188455,-0.0044110985,-0.30901116,-0.11771929,0.055364557,0.646929,-0.054590788,-0.19622712,0.5594493,0.0914989,0.3293453,-0.5725517,0.17146407,0.18861236,0.21067622,0.11405824,-0.35578024,-0.06794248,-0.32447788,0.6570525,-0.06833902,-0.06373231,-0.85861444,-0.14076805,0.44376042,0.21455562,-0.26804343,-0.6625005,0.115739726,-0.033126958,0.116476096,-0.20798787,0.15895583,0.1218608,-0.03529438,-0.3078164,-0.29423788,-1.0616357,-0.22694783,0.5911951,0.7792971,0.3664552,0.23842047,-0.20374261,-0.50817436,0.49402425,0.0034019845,-0.011217501,0.15854068,-0.2321255
TUSA,0.54453176,0.018466627,-0.22045177,-0.47654858,0.05850523,0.10245537,-0.4478569,-0.30782643,-0.28874603,0.79330707,-0.55753875,0.6722339,-0.79944897,-0.03151471,0.33811638,-0.6798228,-0.06263356,-0.32641962,0.7624699,0.15770464,-0.2704002,0.06550453,0.9289092,-0.16085467,-0.078289226,-0.6820637,-0.012334354,-0.3159463,1.1526408,0.08510201,0.16225159,0.6416204,-0.085035026,-0.6536878,0.43556947,-0.10198234,0.21299854,0.053072415,0.0983253,0.11305025,-0.28660333,0.5429195,-0.0799243,-0.64095896,-0.8076282,0.24060047,0.5517272,0.9948807,-0.550945,0.47420573,-0.2873444,-0.44965312,-0.15988114,-0.12110055,0.28843778,0.2818832,-0.1275223,-0.4561112,-0.39210758,0.30664924,-0.5335599,0.27066982,-0.6291142,0.51361716
NAVACCHIO,0.0824682,-0.39122483,-0.64474964,-0.029238835,0.1096907,-0.19582683,-0.25036168,-0.27011025,-0.3855838,-0.12334938,0.18064442,-0.043791357,-0.22552678,0.12266331,0.1365933,0.2825792,-0.07034335,0.08088164,0.884369,0.68419224,-0.13612151,0.4907737,-0.020351991,-0.08738182,0.33879024,-0.19079304,0.14376341,-0.00511362,0.256038,-0.104833364,-0.50101984,-0.26544952,0.12871552,0.29042828,-0.26621413,0.68049157,-0.44282007,-0.034920253,0.26262566,0.57631654,0.14075278,-0.66631866,-0.036841724,-0.16317555,0.038220424,-0.03235425,0.2999447,-0.39117634,-0.044537615,0.029246952,-0.42668024,-0.8306855,-0.36329302,0.54168683,0.69966847,0.27706975,0.38013396,0.20242086,-0.7698538,0.37458,0.17677069,-0.22307456,-0.21843068,0.025582736
COCULLO,0.37325007,0.6327163,-0.8422742,-0.41550133,0.5439702,0.06971291,-0.28195074,-0.45246822,-0.7845272,0.7433567,-0.28927106,0.19228798,-0.8868216,-0.040291574,-0.3637163,-0.38770413,0.29643962,0.38815945,0.18672661,1.2629627,-0.22324897,0.2803355,0.021262793,-0.2162491,-0.75924134,-0.30706888,0.2308097,-0.039640855,0.3052409,0.22790554,-0.27646503,-0.13361393,0.32106045,-0.44845432,-0.26806268,0.5637788,0.2959822,0.36143062,0.4091581,0.16329901,0.2402507,-0.0013057764,0.09877374,-0.12512927,-0.27078104,0.16560929,-0.20138022,0.26635426,1.1533614,-1.0123719,0.09549434,0.32789847,-0.09992388,0.09542778,0.8749186,0.51385045,-0.046936665,0.39298147,-0.043681607,0.04129195,0.11219032,0.43447945,-0.7455528,0.4086854
SAN GIOVANNI IN PERSICETO,0.03353114,0.11545522,0.17483672,-0.09838751,0.26795667,-0.39320675,-0.14175999,-0.26266056,-0.3385101,0.41881153,0.31312793,0.5286054,-0.2771444,-0.02114496,0.4514689,0.28268126,-0.27043566,0.90470666,0.389838,0.6496886,-0.22665799,-0.2695033,0.41707304,0.1935898,-0.7450163,0.76193416,-0.25875705,-0.29083547,0.49355793,-0.35502645,-0.104788564,0.29441184,-0.17613512,0.07320254,-0.43587825,-0.47550467,-0.6204354,0.33693004,0.6620586,0.09601378,0.45324886,0.1339099,0.6621634,-0.2988848,0.47984892,-0.39891192,0.84736335,-0.047178686,-0.0060620704,-0.2459647,-4.0436105e-05,-0.16147988,0.07462404,0.25777453,0.008862496,-0.41952968,-0.037215766,-0.0066311136,0.06170811,-0.07014782,-0.35135007,-0.39770427,0.23950963,0.74526316
BESOZZO,0.17070225,0.47639608,-0.7699372,-0.05678194,0.64708227,-0.29227155,-0.2743055,-0.051404018,-0.5131007,-0.36565155,-0.29302362,-0.055318076,0.45184636,-0.26578358,-0.20782095,0.02758433,-0.15706067,-0.1841507,-0.030317772,0.44095784,0.039136257,0.19742186,1.0558828,-0.0062348247,0.20283008,0.075194865,-0.5224766,-0.11899704,0.87463903,0.11221954,0.17595354,-0.18357147,0.014501008,0.041638743,0.10598638,-0.18673162,-0.3241016,-0.07333485,0.26623765,0.71952546,-0.35867357,0.38110295,0.16108787,-0.43209833,-0.29830015,0.041521713,0.49814826,-0.23697804,0.069220096,-0.040965136,-0.05992072,-0.3645724,0.41594675,0.059023373,0.7975113,-0.5457231,-0.3617379,0.21962738,-0.3227334,-0.626971,-0.5595242,-0.3998566,-0.77290326,-0.4133934
S.DEMETRIO DE` VESTINI,0.43451935,0.61706144,-0.35682368,-0.35896313,0.65074766,-0.13396378,-0.17864902,-0.32102263,-0.58065635,0.6402589,0.06028204,0.5471276,-0.95999986,0.5359315,0.09439348,-0.3096487,0.27283472,0.82144105,0.0068950322,1.1320555,-0.7250235,0.56897426,0.36130664,0.012763807,-0.7518017,-0.018697854,-0.15540582,-0.3667854,0.80955935,0.32068795,-0.13880676,-0.45164123,0.076397985,-0.49048415,0.022983829,0.2824684,0.33107007,0.96729696,0.16520561,0.3835114,0.17086452,-0.29869297,0.29144147,0.260377,-0.33777207,-0.4348493,-0.21939453,0.2801495,0.75827706,-0.8340404,0.14676851,0.3076924,-0.42020166,0.24743173,1.3928382,0.39242852,-0.061641484,0.44978085,0.21793908,0.20879214,0.19787958,0.13110453,-0.35387385,0.11666217
FONDI - SPERLONGA,0.32706028,0.026000956,-0.23096712,-0.31432772,0.48457682,0.063635975,-0.75037384,0.42484695,-0.6545093,0.010043637,-0.034292135,0.19041087,-0.2670455,0.06265235,0.43013868,-0.1345757,-0.30700308,0.15236752,0.6322734,0.7457252,-0.06873116,0.15953232,-0.47296268,-0.04100803,-0.012893718,0.13390097,-0.30910093,0.28380087,0.9668318,-0.13399394,-0.2895138,-0.25796604,-0.27077577,-0.5890468,-0.11125319,-0.02078878,-0.2599247,-0.1844895,-0.074196875,0.022784425,-0.038876317,0.06457269,-0.5058606,0.17968081,0.028547438,-0.26106292,-0.6238658,0.421978,-0.09305019,0.17515159,0.26087502,-0.18137819,0.51004404,0.3607916,0.449769,0.20267114,0.123617366,-0.5884994,-0.19605139,-0.09560903,-0.16036609,0.14888246,-0.32299817,0.41013175
MAROTTA MONDOLFO,-0.031884335,-0.030694008,-0.12617606,-0.22857025,0.123786315,0.52750266,0.598582,0.14705548,-0.0867243,0.14550231,-0.103247434,-0.07941831,-0.3685034,-0.44158405,-0.011965658,0.45440173,-0.25501764,0.7065304,0.057355445,0.84206337,-0.27732635,0.228862,0.5343405,0.21684337,-0.6465546,0.1458251,-0.5638403,-0.33209547,0.603702,0.21400857,-0.08139374,-0.27771947,-0.39378092,-0.2401235,0.31840894,0.083521396,0.0992984,0.43892926,0.6567085,0.25281775,-0.21471103,0.11230143,0.044126295,0.03562236,-0.1537201,-0.23681302,0.06916332,-0.24139397,0.30140647,-0.06536738,0.32917333,-0.15587457,-0.10533405,-0.074469164,0.1293532,-0.027867243,-0.16712311,0.15820962,-0.6351624,-0.07287301,0.03614394,0.4078187,0.26921126,0.2651517
TERLANO-ANDRIANO,0.82762086,0.10524133,-0.57727134,0.0974613,0.41419348,-0.361651,-0.0236018,-0.06543666,-0.09087467,-0.071297154,-0.17801224,-0.13692614,-0.40650487,-0.11002054,0.065230064,0.16479418,-1.0886846,0.48962805,-0.22118494,0.13284405,-0.53132194,0.49427813,0.32095262,-0.65880865,-0.4478511,-0.5583623,0.5123345,-0.23617516,0.66853917,0.22937536,-0.13837756,0.615946,-0.19399114,0.3919024,0.13793308,0.0014677014,-0.7934297,0.36778727,0.33223644,-0.14902407,0.3283773,0.049028654,0.3706002,0.16347647,0.073374756,0.2568904,-0.2686131,0.033228777,0.34737214,0.28082836,-0.3633639,-0.19130504,0.4669842,0.14700286,0.6232735,-0.0066263434,-0.30608925,0.27622977,-0.05605734,-0.12229403,-0.34209755,-0.6790068,0.32442784,1.0545827
MAERNE DI MARTELLAGO,-0.063294075,0.26364663,-0.66664636,-0.30783084,0.44444698,-0.4260475,0.35142452,-0.05165258,0.3800742,-0.18225919,0.20143408,-0.062944055,-0.01730493,-0.17878439,-0.17042816,-0.008438577,-0.3307241,0.14093871,0.9823832,0.3426965,-0.29688612,1.1128519,0.15168956,-0.383562,-0.71566266,-0.32260758,-0.084918484,-0.5212198,-0.055327013,0.5393062,0.41020554,0.4973676,0.38598457,-0.04821285,0.26445442,-0.13522731,-0.3595704,0.2943203,0.106592886,-0.14260115,-0.2291322,0.30787343,0.3006862,-0.5442548,0.27308983,-0.16952358,0.15652743,0.18177633,0.30648136,-0.26103735,-0.11873972,-0.5157497,0.021971742,-0.09832091,0.18052074,0.08503336,-0.100362346,-0.2588498,-0.045253083,0.5976522,-0.7436036,-0.02048205,0.3381433,0.27127773
MONTE ANTICO,-0.14492162,-0.39839014,-0.012261252,0.058964144,-0.10556497,-0.62358254,-0.07564086,-0.24348515,-0.7422568,0.12094591,-0.46382177,0.2464735,-0.6377547,-0.11711113,-0.12760755,-0.16162625,-0.013185679,-0.16082312,0.7228041,0.052263662,-0.059497066,0.27556837,0.6140119,-0.4572315,-0.23769143,0.12527558,-0.273105,-0.7793816,0.02114216,-0.3825637,-0.08938987,-0.5703136,0.09402025,0.41670075,-0.16500656,0.52892035,-0.5258071,-0.2593109,0.2066534,0.2510488,-0.21150334,-0.4829066,0.21473546,0.04000354,0.27841964,0.030149588,0.14892685,0.2695894,0.32710734,-0.16452868,-0.64747185,-1.0315869,-0.27305302,0.5887533,1.0689759,-0.077088416,0.9103807,-0.13686891,-0.4192079,0.27331135,-0.060054716,0.50838405,-0.879985,1.3791159
CASTELRAIMONDO CAMERINO,0.18545333,0.40912965,0.007667773,-0.1000336,-0.42507708,0.19232142,0.5985275,0.93037266,-0.41391742,0.004382199,-0.55818576,0.3062059,-0.58950377,-0.698768,-0.11393927,0.038278222,-0.180127,0.39031258,0.073822744,0.47566432,0.22167563,0.094103344,0.8762836,0.20020089,-0.562978,-0.15381272,-0.4537238,0.05055918,1.4688874,-0.19546242,0.34569615,-0.31044218,0.1287072,-0.80740666,0.024950242,0.030502278,-0.28259978,0.21178398,0.711048,0.019736873,0.08334117,-0.029534252,0.6576014,-0.08265066,0.10387049,-0.35083297,0.010188369,-0.019119754,0.64834446,-0.611072,0.5195919,-0.2273527,-1.3792517,0.06448031,0.79323137,0.33818516,-0.4288502,0.117895275,-0.54730374,-0.1453153,-0.06770392,0.20113596,-0.49312425,0.9399545
PALAZZOLO SULL`OGLIO,-0.005566237,-0.24477553,-0.5841196,-0.6266559,0.64807034,-0.3309014,-0.26697162,-0.21728611,-0.07881079,-0.06900075,0.22171578,0.29772022,-0.21645556,-0.21434782,-0.014304529,0.21940067,-0.25296018,-0.3934346,0.05043743,0.4780246,-0.014173878,0.74738413,0.51349974,0.043097813,-0.12654692,-0.3347821,0.2397045,-1.0624497,0.28386137,0.106814295,-0.10782289,0.5481223,-0.056906488,-0.101298764,-0.35477117,-0.3146811,-0.48338953,0.081586175,0.13299723,0.79555434,0.004159363,-0.11296392,0.450557,0.056744378,0.55701095,0.08220388,0.30372477,-0.36797032,-0.31789702,-0.05784737,0.26153073,0.4297729,-0.039782498,0.5771566,0.089536734,-0.008530452,-0.18951194,0.18682463,-0.15067162,-0.5891128,0.24418269,-0.02809352,-0.23945193,-0.008171794
PACE DEL MELA,0.77799714,0.06552344,0.03750452,-0.46180463,0.4253618,0.31665576,-0.9535781,-0.5774379,-0.12983373,0.39158064,-0.11576785,0.6152203,-1.2072798,0.33487993,0.36688575,-0.10154264,0.1511151,-0.14187744,0.6741716,0.090818994,-0.3704936,0.38769308,0.54373217,-0.040192224,0.26965967,-0.2656497,0.19135857,-0.16578086,1.2930367,-0.45016262,0.10329167,0.4205552,0.07977784,-0.3903397,0.2722869,-0.08478205,-0.330127,0.091325775,-0.35233632,0.09045046,-0.3233425,0.5847012,-0.051651705,-0.54711515,-0.87011546,0.5790237,0.50144726,0.47517365,-0.39390558,0.3149931,-0.06546765,-0.74450755,-0.21964133,-0.601082,0.38338017,0.24005331,-0.08701618,-0.07239927,-0.6092331,-0.3150495,-0.5879503,0.32057154,-0.19675587,0.49990955
VANZAGO POGLIANO,0.07537154,0.1563367,-0.36698714,0.15216175,0.18692397,-0.45390984,-0.18538071,-0.08192244,-0.115516216,-0.19605158,0.0019709996,-0.4799446,0.12222108,0.13286516,-0.12676464,0.43858144,-0.013334066,-0.306518,-0.07448739,0.7514755,0.032342922,-0.16189995,1.1395123,0.046254274,-0.48957095,0.08610197,-0.38313848,-0.34265515,0.33401135,-0.0927564,0.15371783,0.08154764,-0.31346524,-0.297281,0.17839362,-0.09759095,-0.65323186,0.179855,0.0030283781,0.59571755,-0.08696794,0.42150584,-0.20929177,-0.12764813,-0.115922414,0.06011926,0.5472913,0.029822515,-0.25430825,-0.13131243,0.027915226,0.034957636,0.20243363,0.5601437,0.6583005,-0.05953688,-0.5547934,-0.07401122,-0.44041365,-0.6955371,-0.7136576,-0.32725364,-0.5478342,-0.23959337
PIOMBINO DESE,0.088895254,0.41185233,-0.7123986,-0.30161625,0.2596172,-0.31646326,0.4932501,-0.04682906,0.19447653,-0.23886493,0.27004772,-0.08304915,0.053640503,-0.07218674,-0.10568636,-0.014763417,-0.43618938,0.22488977,1.112659,0.22001348,-0.24911165,1.1203203,-0.031734616,-0.504964,-0.708492,-0.21559934,-0.15955262,-0.6717981,-0.11213,0.5706981,0.33430028,0.5047235,0.4018098,-0.016060807,0.15118065,-0.16718629,-0.55661184,0.35860047,0.28323546,0.044758014,-0.23373513,0.35192782,0.35144025,-0.5918973,0.18886465,-0.18626402,0.08268178,0.27267718,0.34802833,-0.31504056,-0.095846616,-0.35249278,0.030163037,0.015779626,0.12556134,0.13715234,-0.04441888,-0.25608858,-0.19620432,0.50681233,-0.9796478,0.09342342,0.25698584,0.26562724
ISPICA,-0.1617868,-0.15786888,-0.6039049,-0.46725756,0.17437674,0.8422677,-0.4580433,0.12665077,-0.3750506,0.6290055,-0.015946629,0.33446977,-0.3378667,0.016239382,0.21811429,0.029229455,0.23294677,0.06418963,0.840554,0.7741436,-0.16617876,-0.115857296,0.7092775,-0.6880548,0.11589921,0.027855301,0.070010394,-0.59482086,1.2150514,-0.21483588,0.31287724,0.46894738,-0.3275225,0.02186601,-0.24824424,0.045635086,-0.91431195,0.4237136,-0.26165742,-0.038814757,-0.22944565,-0.10689091,0.15692498,-0.3422831,-0.45755336,0.21516673,-0.1946734,0.66258126,0.30398792,0.6313128,-0.26073378,0.002199915,0.21115644,-0.44336537,-0.030713044,0.7166295,0.4176521,-0.15050475,-0.12228838,-0.35042527,-0.27913347,-0.049871646,-0.59191793,0.2205076
ESTE,-0.19739714,-0.28958312,-0.059012223,-0.4786244,0.13625094,-0.99278075,-0.03223435,-0.41301706,-0.573957,0.031778853,-0.410957,0.4654213,-0.33438525,-0.58974034,-0.12003023,0.3262098,-0.18152305,0.44630575,0.86690515,0.42586756,-0.31139776,0.1596932,0.22136104,0.06385894,-0.2220515,0.19931552,-0.5022473,-0.29073948,0.12973592,0.16605623,-0.33883342,0.06005211,0.543308,-0.016073402,0.24311125,-0.57414657,-0.7915366,0.6008178,0.26253405,-0.2792308,-0.004731286,0.63741225,0.16625406,-0.3757859,0.09460212,-0.077390015,-0.3109587,0.046833206,0.14374796,-0.014237562,-0.12646045,-0.23196207,-0.09443697,0.31436664,0.34234694,-0.090554476,-0.6557838,0.06734294,0.13321388,0.069337256,-0.24736689,-0.012304572,0.33668798,0.0020339082
SALICETO,0.7155254,-0.03284186,-0.100678496,0.016146855,0.38754025,-0.33912677,-0.39065954,0.41279787,-0.32997814,-0.12368588,-0.6312535,0.47821826,0.17093647,0.12811258,-0.34125638,0.20567423,0.81394887,0.34031525,-0.23218092,1.0833205,-0.73052126,0.40244907,0.21280368,0.16720872,-1.041789,-0.2554168,-0.23802379,0.08794823,-0.07872706,0.15264642,0.5102626,0.417406,-0.5256363,0.2408466,0.3368438,-0.6017875,-0.6139845,-0.15267162,-0.07799388,0.8117963,-0.16098914,-0.54046506,0.24133404,-0.102260046,-0.49830446,-0.3544112,0.26690897,-0.2619976,0.03287073,0.35282385,0.9780649,-0.54416907,0.0014848427,0.6199763,0.45407376,0.19305964,0.5150028,-0.6975644,-0.28909674,-0.20835027,-0.37293494,0.37983048,0.116716124,0.44668743
GRANAIOLO,-0.21590807,-0.40199593,-0.26249522,0.082601346,0.20348191,-0.31505626,-0.14051136,-0.15797257,-0.6380879,0.029845756,-0.39255187,-0.07585294,-0.82374686,-0.0538006,-0.44618613,0.23153353,-0.16791181,0.1385049,0.5877411,0.30706292,0.05592029,-0.01503189,0.35062128,-0.060201097,-0.19498877,0.28822038,-0.22974554,-0.590201,0.32038683,-0.14448823,-0.09841187,-0.23842311,0.008256962,0.6096202,-0.21070074,0.66445965,-0.3704884,-0.2088482,-0.025249591,0.25798416,0.13073334,-0.6138839,0.03773998,0.015807323,0.20333187,-0.36914364,0.08828917,0.11032725,-0.44291416,-0.16906625,-0.6067476,-0.75063455,-0.05912651,0.4442365,0.8242551,0.08368106,0.27352047,-0.15471177,-0.7920941,0.5194704,-0.032669533,0.7122689,-0.5074896,0.85530853
